ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
723,Ryan Banik,Male,Kolkata,West Bengal,759062,Joint,Voter_Id,VOT400587,Commercial,49,14-05-2024,,28-05-2024,Approved,7972,Nirvaan Hans,KYC failed
724,Alisha Dhaliwal,Female,Chennai,Tamil Nadu,664537,Joint,PAN,HFVxj5369j,Residential,30,30-06-2025,29-08-2025,30-06-2025,Connection Released,5395,Reyansh Gill,Installation pending
725,Ritvik Devan,Male,Chennai,Tamil Nadu,275714,Individual,Voter_Id,VOT191001,Residential,30,24-02-2025,08-04-2025,04-03-2025,Connection Released,7898,Veer Banik,Documents verification in progress
726,Tejas Bahl,Male,Chennai,Tamil Nadu,490034,Individual,Voter_Id,VOT824566,Residential,47,30-01-2024,31-01-2024,25-04-2024,Connection Released,6065,Rania Desai,KYC failed
727,Abram Karnik,Male,Delhi,Delhi,833633,Individual,Aadhar,9.02E+11,Residential,14,11-05-2024,16-06-2024,20-05-2024,Pending,3422,Chirag Gulati,Installation completed
728,Himmat Rama,Male,Kolkata,West Bengal,373684,Joint,Voter_Id,VOT888633,Residential,47,11-03-2025,16-03-2025,18-05-2025,Pending,7815,Devansh Wali,Installation completed
729,Mannat Tella,Male,Lucknow,Uttar Pradesh,101242,Individual,PAN,qhEHF7039q,Residential,30,12-06-2024,,29-08-2024,Rejected,2335,Vritika Kakar,Installation completed
730,Ivana Manda,Male,Mumbai,Maharashtra,179225,Joint,Voter_Id,VOT844087,Commercial,11,19-02-2025,15-04-2025,12-05-2025,Pending,8997,Yakshit Sankaran,Documents verification in progress
731,Saksham Balan,Male,Lucknow,Uttar Pradesh,308417,Individual,Passport,P4599482,Commercial,5,11-06-2025,04-08-2025,08-08-2025,Connection Released,6449,Indrajit Ramachandran,Installation pending
732,Vidur Karan,Male,Delhi,Delhi,344949,Individual,PAN,uHySp7832X,Commercial,18,12-02-2024,25-02-2024,12-04-2024,Connection Released,9621,Tejas Suresh,Installation completed
733,Vardaniya Madan,Male,Hyderabad,Telangana,982817,Individual,Voter_Id,VOT348097,Residential,3,14-06-2024,06-07-2024,19-07-2024,Pending,1301,Anika Ramanathan,KYC failed
734,Anika Joshi,Female,Lucknow,Uttar Pradesh,776480,Joint,Voter_Id,VOT363844,Commercial,10,25-05-2024,,21-08-2024,Rejected,7434,Hridaan Tak,KYC failed
735,Lavanya Mann,Female,Lucknow,Uttar Pradesh,246859,Individual,Voter_Id,VOT377849,Commercial,6,18-02-2025,02-03-2025,11-03-2025,Pending,2316,Taimur Chaudhuri,KYC failed
736,Damini Khanna,Female,Kolkata,West Bengal,286075,Joint,Voter_Id,VOT627705,Commercial,30,03-02-2024,16-02-2024,18-04-2024,Approved,6692,Hridaan Sur,Installation completed
737,Jiya Dhingra,Female,Mumbai,Maharashtra,908572,Joint,Aadhar,1.06E+11,Residential,17,21-04-2025,11-05-2025,18-05-2025,Connection Released,4230,Saksham Mahajan,Documents verification in progress
738,Himmat Tiwari,Male,Mumbai,Maharashtra,103937,Joint,Voter_Id,VOT637874,Residential,35,03-04-2025,17-05-2025,27-04-2025,Approved,6043,Azad Jaggi,Documents verification in progress
739,Nitara Goda,Female,Chennai,Tamil Nadu,703158,Joint,Aadhar,8.85E+11,Commercial,32,19-02-2024,14-04-2024,26-04-2024,Approved,6964,Neysa Mammen,KYC failed
740,Madhav Solanki,Female,Mumbai,Maharashtra,329937,Joint,Passport,P5376118,Commercial,11,10-05-2025,25-05-2025,06-06-2025,Connection Released,2566,Himmat Manne,Installation pending
741,Neysa Kanda,Female,Jaipur,Rajasthan,725747,Individual,Passport,P6995915,Commercial,23,15-01-2024,26-02-2024,23-01-2024,Connection Released,1112,Rania Kala,KYC failed
742,Eva Mahajan,Female,Hyderabad,Telangana,605934,Joint,Passport,P4709505,Residential,46,24-05-2025,03-06-2025,17-06-2025,Pending,3806,Pari Khalsa,Installation completed
743,Madhav Uppal,Male,Lucknow,Uttar Pradesh,407748,Individual,Voter_Id,VOT696673,Commercial,23,23-11-2024,27-11-2024,27-12-2024,Pending,2244,Damini Deshpande,KYC failed
744,Nehmat Dalal,Male,Mumbai,Maharashtra,639315,Individual,Voter_Id,VOT375262,Residential,1,25-06-2025,28-06-2025,26-06-2025,Pending,3434,Hiran Hayre,Installation pending
745,Tara Dasgupta,Female,Hyderabad,Telangana,501435,Individual,Voter_Id,VOT865478,Commercial,22,22-01-2025,03-03-2025,29-01-2025,Rejected,6123,Pari Bhatia,Documents verification in progress
746,Baiju Thakur,Male,Mumbai,Maharashtra,353155,Individual,PAN,lcdwA3972V,Residential,46,17-03-2025,12-05-2025,24-05-2025,Approved,1631,Shanaya Aggarwal,Documents verification in progress
747,Gatik Sehgal,Male,Jaipur,Rajasthan,37682,Joint,Aadhar,9.09E+11,Commercial,9,11-10-2024,01-11-2024,01-11-2024,Rejected,4508,Rania Dey,Installation pending
748,Ahana  Agrawal,Female,Chennai,Tamil Nadu,346186,Individual,Aadhar,9.09E+11,Commercial,23,23-03-2024,29-04-2024,11-05-2024,Rejected,9043,Samiha Bhasin,Installation pending
749,Kaira Karnik,Female,Mumbai,Maharashtra,384757,Joint,Voter_Id,VOT561037,Residential,38,22-01-2025,14-03-2025,26-02-2025,Pending,4995,Azad Sabharwal,Installation completed
750,Renee Butala,Male,Chennai,Tamil Nadu,938964,Individual,Passport,P8821169,Commercial,27,14-11-2024,,14-12-2024,Connection Released,1595,Saira Dada,Installation completed
751,Alisha Mahal,Female,Bangalore,Karnataka,377429,Joint,Voter_Id,VOT588845,Residential,29,08-01-2025,17-02-2025,28-02-2025,Approved,7174,Seher Konda,Installation completed
752,Bhavin Mangal,Female,Delhi,Delhi,453039,Individual,Passport,P5421899,Commercial,33,30-06-2024,01-07-2024,25-08-2024,Rejected,2613,Renee Dhaliwal,Installation completed
753,Riaan Bhavsar,Male,Hyderabad,Telangana,388709,Individual,Passport,P5682209,Commercial,26,03-08-2024,23-08-2024,26-08-2024,Rejected,1907,Diya Bhardwaj,Installation completed
754,Nirvaan Bahri,Male,Chennai,Tamil Nadu,666425,Joint,Voter_Id,VOT182806,Commercial,50,09-01-2025,,23-01-2025,Pending,5987,Saira Kurian,Documents verification in progress
755,Mohanlal Shan,Male,Pune,Maharashtra,525219,Joint,Passport,P1061490,Commercial,48,21-01-2024,04-03-2024,19-02-2024,Rejected,2809,Renee Chokshi,Installation completed
756,Hiran Singh,Male,Bangalore,Karnataka,351614,Joint,Passport,P9699987,Commercial,45,06-04-2024,22-05-2024,10-06-2024,Approved,6820,Hiran Bhatia,Installation completed
757,Saanvi Mammen,Male,Chennai,Tamil Nadu,87802,Joint,Passport,P6083424,Commercial,26,13-10-2024,17-11-2024,30-12-2024,Rejected,8653,Ryan Sarma,KYC failed
758,Jivika Dara,Female,Chennai,Tamil Nadu,823502,Individual,Passport,P7225327,Commercial,40,15-06-2024,29-06-2024,22-08-2024,Connection Released,8796,Manjari Kata,Installation pending
759,Badal Kaur,Female,Lucknow,Uttar Pradesh,913130,Joint,PAN,tTVOh6401H,Commercial,26,15-03-2024,27-04-2024,29-03-2024,Connection Released,2736,Samiha Goda,KYC failed
760,Amira Chopra,Male,Pune,Maharashtra,61313,Joint,Passport,P7295104,Residential,28,08-06-2025,07-07-2025,01-09-2025,Pending,9374,Dhanush Roy,Installation completed
761,Devansh Boase,Male,Lucknow,Uttar Pradesh,513881,Individual,Passport,P3659140,Residential,48,28-03-2025,13-05-2025,12-05-2025,Approved,6048,Nirvaan Som,KYC failed
762,Renee Mannan,Female,Bangalore,Karnataka,330502,Joint,PAN,ySgWk5958R,Commercial,49,14-04-2025,16-04-2025,28-04-2025,Connection Released,2863,Bhamini Joshi,Installation completed
763,Shamik Dave,Female,Delhi,Delhi,944580,Joint,Aadhar,3.78E+11,Commercial,40,09-09-2024,25-10-2024,09-09-2024,Connection Released,6750,Madhup Chatterjee,Installation pending
764,Indrajit Ravel,Male,Pune,Maharashtra,280983,Joint,Aadhar,9.93E+11,Commercial,2,23-04-2024,07-06-2024,09-05-2024,Rejected,8689,Shlok Subramanian,Installation completed
765,Romil Kaul,Female,Hyderabad,Telangana,422353,Joint,Voter_Id,VOT983806,Commercial,48,21-01-2024,26-02-2024,21-01-2024,Pending,3947,Veer Maharaj,Installation pending
766,Ojas Choudhary,Male,Jaipur,Rajasthan,649133,Individual,Passport,P3105811,Commercial,21,15-06-2024,11-07-2024,21-08-2024,Approved,4216,Rania Gole,Documents verification in progress
767,Bhavin Keer,Female,Lucknow,Uttar Pradesh,399484,Individual,Aadhar,2.25E+11,Residential,1,10-03-2025,25-03-2025,18-04-2025,Rejected,1182,Anya Mahal,Documents verification in progress
768,Eva Venkatesh,Female,Jaipur,Rajasthan,660463,Joint,PAN,LDxkA4759Q,Commercial,31,05-01-2024,,27-03-2024,Connection Released,2968,Taimur Chad,Documents verification in progress
769,Shayak Gulati,Female,Kolkata,West Bengal,553987,Joint,Aadhar,42036219945,Residential,22,22-12-2024,24-01-2025,22-02-2025,Approved,1208,Ishita Sen,Installation pending
770,Uthkarsh Ghosh,Male,Ahmedabad,Gujarat,629129,Individual,PAN,SbmBv8621e,Commercial,15,09-05-2025,16-05-2025,03-06-2025,Approved,7577,Oorja Barad,Documents verification in progress
771,Krish Seshadri,Female,Delhi,Delhi,126892,Joint,Aadhar,9.14E+11,Residential,47,05-10-2024,13-11-2024,18-10-2024,Rejected,4156,Aarav Borra,Installation pending
772,Samaira Savant,Female,Delhi,Delhi,408192,Individual,PAN,KcyHX8981v,Residential,23,03-11-2024,30-11-2024,15-11-2024,Connection Released,9653,Neysa Doshi,Installation completed
773,Nishith Hans,Female,Lucknow,Uttar Pradesh,747624,Joint,Voter_Id,VOT387612,Commercial,20,01-12-2024,21-12-2024,05-12-2024,Connection Released,8261,Hridaan Bahri,KYC failed
774,Jiya Bakshi,Male,Jaipur,Rajasthan,867804,Joint,Passport,P6230188,Commercial,27,01-02-2024,04-02-2024,26-03-2024,Approved,7881,Faiyaz Brar,Installation pending
775,Jhanvi Hegde,Male,Jaipur,Rajasthan,591496,Individual,PAN,sKZnK2574g,Residential,25,23-06-2024,,22-07-2024,Pending,3097,Parinaaz Chanda,Installation pending
776,Kaira Agate,Male,Lucknow,Uttar Pradesh,810534,Individual,Voter_Id,VOT898965,Commercial,13,21-05-2024,23-06-2024,01-06-2024,Rejected,4405,Nirvi Butala,KYC failed
777,Vivaan Bora,Male,Kolkata,West Bengal,873629,Joint,Voter_Id,VOT490131,Commercial,19,26-02-2024,06-04-2024,27-04-2024,Approved,2016,Zara Srivastava,KYC failed
778,Heer Babu,Female,Bangalore,Karnataka,978219,Joint,Voter_Id,VOT125746,Commercial,19,10-11-2024,,28-01-2025,Pending,5903,Elakshi Lal,Documents verification in progress
779,Ranbir Sinha,Male,Kolkata,West Bengal,149601,Individual,Voter_Id,VOT924499,Commercial,14,18-07-2024,02-08-2024,24-08-2024,Rejected,2707,Khushi Randhawa,Installation pending
780,Adah Hegde,Male,Delhi,Delhi,442137,Joint,Aadhar,5.93E+11,Commercial,17,29-04-2024,26-06-2024,03-06-2024,Approved,7267,Kavya Chopra,Installation pending
781,Aarav Bera,Male,Bangalore,Karnataka,708426,Joint,Aadhar,8.40E+11,Residential,36,18-07-2024,,06-08-2024,Rejected,1555,Chirag Dhaliwal,Installation pending
782,Eshani Rajan,Male,Pune,Maharashtra,181680,Individual,PAN,zVBSl9668j,Commercial,8,01-05-2024,09-06-2024,13-07-2024,Approved,1475,Raunak Kuruvilla,KYC failed
783,Tejas Ray,Male,Bangalore,Karnataka,631659,Individual,Voter_Id,VOT670244,Residential,14,09-06-2024,25-06-2024,10-07-2024,Pending,7450,Ehsaan Chakrabarti,Installation completed
784,Umang Gade,Male,Hyderabad,Telangana,861637,Joint,Voter_Id,VOT387241,Residential,2,25-02-2025,28-02-2025,04-04-2025,Rejected,4716,Samiha Kumer,KYC failed
785,Devansh Bajwa,Female,Mumbai,Maharashtra,123888,Joint,PAN,NngPZ4478y,Residential,42,18-01-2024,29-01-2024,22-02-2024,Connection Released,5028,Krish Chakraborty,KYC failed
786,Kabir Sathe,Female,Bangalore,Karnataka,513159,Joint,PAN,sWjLc0618Z,Residential,39,16-12-2024,30-12-2024,03-01-2025,Rejected,5359,Saira Sandhu,Installation pending
787,Khushi Subramaniam,Male,Kolkata,West Bengal,475729,Individual,Passport,P6250792,Residential,36,11-06-2024,,18-06-2024,Pending,3580,Yuvaan Arora,Documents verification in progress
788,Manikya Deo,Male,Pune,Maharashtra,222452,Joint,PAN,kDJKT0301c,Commercial,43,22-02-2025,17-04-2025,08-03-2025,Connection Released,2645,Nirvaan Kunda,Installation pending
789,Faiyaz Tripathi,Female,Bangalore,Karnataka,463687,Individual,Voter_Id,VOT329580,Residential,22,12-10-2024,02-12-2024,08-11-2024,Approved,8272,Shayak Banik,Installation completed
790,Yasmin Dhar,Female,Mumbai,Maharashtra,835535,Individual,Passport,P6891694,Commercial,29,09-04-2025,21-05-2025,06-05-2025,Rejected,3427,Zara Ray,Installation completed
791,Anika Dhingra,Female,Mumbai,Maharashtra,422705,Joint,PAN,vkQmb0563l,Commercial,33,05-04-2025,,14-04-2025,Connection Released,3438,Keya Khurana,Documents verification in progress
792,Navya Aurora,Female,Kolkata,West Bengal,92050,Joint,Aadhar,3.20E+11,Residential,27,27-06-2024,04-08-2024,17-08-2024,Rejected,8246,Prisha Sant,Installation completed
793,Nakul Koshy,Male,Ahmedabad,Gujarat,151222,Individual,Voter_Id,VOT941589,Commercial,8,19-02-2025,08-03-2025,06-04-2025,Rejected,2168,Jayesh Yadav,Installation pending
794,Onkar Lall,Male,Chennai,Tamil Nadu,654237,Individual,Voter_Id,VOT912956,Residential,27,23-11-2024,04-01-2025,14-02-2025,Approved,1570,Advik Lal,Documents verification in progress
795,Taimur Saxena,Male,Mumbai,Maharashtra,731010,Joint,Voter_Id,VOT489607,Commercial,41,15-05-2024,23-06-2024,29-06-2024,Approved,6445,Rohan Sachar,Installation pending
796,Kanav Rout,Male,Chennai,Tamil Nadu,188662,Individual,Voter_Id,VOT494150,Residential,18,11-10-2024,14-10-2024,28-12-2024,Connection Released,9093,Ayesha Ramaswamy,KYC failed
797,Shaan Gade,Female,Hyderabad,Telangana,376429,Individual,Aadhar,5.10E+11,Commercial,39,18-05-2025,,23-05-2025,Pending,1971,Raunak Sami,Installation completed
798,Reyansh Lanka,Female,Kolkata,West Bengal,601453,Joint,PAN,WXktw4558W,Residential,5,23-10-2024,,02-11-2024,Approved,2422,Drishya Chakraborty,Documents verification in progress
799,Yashvi Datta,Female,Jaipur,Rajasthan,698914,Individual,PAN,FLTPU9050r,Residential,34,14-02-2024,,03-04-2024,Connection Released,2285,Devansh Seshadri,Installation pending
800,Samiha Mall,Male,Kolkata,West Bengal,522633,Joint,Aadhar,9.57E+11,Commercial,23,13-10-2024,08-12-2024,21-12-2024,Rejected,8741,Anika Bhat,Documents verification in progress
801,Diya Gera,Female,Chennai,Tamil Nadu,38115,Joint,Aadhar,49345399550,Residential,34,21-07-2024,26-07-2024,14-08-2024,Rejected,1236,Anahita Bahri,KYC failed
802,Miraan Tandon,Female,Hyderabad,Telangana,360626,Individual,Passport,P2615758,Residential,4,26-02-2024,22-04-2024,14-03-2024,Rejected,8681,Prerak Datta,Installation pending
803,Suhana Jayaraman,Male,Mumbai,Maharashtra,25506,Joint,Passport,P7119841,Residential,12,22-03-2024,24-03-2024,12-06-2024,Pending,9493,Jivika Kohli,Installation pending
804,Himmat Wali,Female,Hyderabad,Telangana,875777,Joint,Voter_Id,VOT911354,Residential,7,25-03-2025,08-04-2025,25-03-2025,Rejected,7009,Emir Sem,Installation pending
805,Ishita Dalal,Female,Mumbai,Maharashtra,94409,Joint,Voter_Id,VOT672400,Commercial,32,05-04-2024,,30-04-2024,Rejected,2551,Aniruddh Kumar,Installation completed
806,Nehmat Kapoor,Male,Pune,Maharashtra,559532,Joint,Passport,P7253598,Residential,39,19-11-2024,23-12-2024,25-12-2024,Pending,9678,Nehmat Sha,KYC failed
807,Siya Sule,Male,Kolkata,West Bengal,379564,Individual,Voter_Id,VOT103597,Commercial,13,25-03-2025,26-04-2025,19-05-2025,Approved,1260,Mannat Jayaraman,Installation pending
808,Ishita Bhalla,Male,Chennai,Tamil Nadu,424511,Individual,Aadhar,7.28E+11,Commercial,3,09-06-2024,30-06-2024,07-09-2024,Approved,5420,Ayesha Srinivas,Installation pending
809,Nakul Kant,Male,Delhi,Delhi,434751,Individual,PAN,BYJKe9980q,Commercial,13,01-06-2025,,12-08-2025,Rejected,5584,Vanya Sen,Documents verification in progress
810,Kabir Sharma,Male,Hyderabad,Telangana,282714,Joint,PAN,sPvRw9610q,Commercial,36,22-06-2024,,05-07-2024,Connection Released,1288,Stuvan Rana,Documents verification in progress
811,Madhav Dhawan,Female,Ahmedabad,Gujarat,477485,Joint,Passport,P5258994,Residential,19,03-03-2025,14-04-2025,23-03-2025,Pending,9531,Anay Banerjee,Installation pending
812,Yakshit Ahuja,Male,Mumbai,Maharashtra,348197,Individual,PAN,NhUdq5714w,Commercial,5,22-03-2025,18-05-2025,04-04-2025,Approved,3382,Zoya Setty,Installation pending
813,Romil Deshpande,Male,Ahmedabad,Gujarat,565548,Joint,Voter_Id,VOT801206,Commercial,36,10-09-2024,17-09-2024,05-10-2024,Rejected,8367,Vritika Varughese,Installation pending
814,Pihu Sankaran,Male,Chennai,Tamil Nadu,239156,Individual,Passport,P1560316,Residential,29,28-03-2025,09-05-2025,18-04-2025,Rejected,6712,Shamik Chad,KYC failed
815,Trisha Sengupta,Female,Pune,Maharashtra,124333,Joint,Voter_Id,VOT619524,Commercial,39,10-01-2025,,14-03-2025,Pending,8459,Ayesha Lata,Installation completed
816,Saanvi Baral,Male,Ahmedabad,Gujarat,774008,Individual,Passport,P1314838,Residential,33,02-03-2025,,25-03-2025,Rejected,9169,Hazel Sheth,Installation completed
817,Charvi Bajwa,Male,Mumbai,Maharashtra,410225,Joint,Aadhar,6.34E+11,Residential,25,11-01-2025,23-02-2025,01-02-2025,Rejected,8234,Sumer Ratti,KYC failed
818,Navya Verma,Female,Jaipur,Rajasthan,337403,Individual,Voter_Id,VOT500738,Commercial,22,26-09-2024,22-10-2024,24-11-2024,Pending,5597,Jayesh Bir,Installation pending
819,Saanvi Chokshi,Male,Kolkata,West Bengal,623098,Joint,Aadhar,4.23E+11,Residential,11,21-03-2024,27-03-2024,07-04-2024,Pending,6044,Krish Sagar,Installation completed
820,Eva Chandra,Female,Mumbai,Maharashtra,783241,Joint,Voter_Id,VOT911753,Commercial,18,02-09-2024,12-10-2024,12-09-2024,Connection Released,1594,Aniruddh Chadha,KYC failed
821,Charvi Gill,Female,Kolkata,West Bengal,241090,Joint,Aadhar,6.11E+11,Commercial,37,07-06-2024,02-08-2024,27-08-2024,Pending,2454,Azad Rajan,Documents verification in progress
822,Alia Chaudry,Male,Bangalore,Karnataka,529815,Individual,PAN,LKzSF7013k,Commercial,5,31-03-2024,,06-06-2024,Connection Released,9450,Vanya Garde,Documents verification in progress
823,Devansh Som,Female,Bangalore,Karnataka,871823,Joint,PAN,NyNPG1963K,Commercial,38,16-07-2024,11-09-2024,27-09-2024,Rejected,7201,Nehmat Loke,Documents verification in progress
824,Mishti Bawa,Male,Mumbai,Maharashtra,56707,Individual,Aadhar,3.62E+11,Residential,28,24-09-2024,11-11-2024,28-10-2024,Rejected,9888,Nayantara Ratta,KYC failed
825,Yasmin Khalsa,Male,Bangalore,Karnataka,966377,Individual,Voter_Id,VOT514456,Residential,7,24-06-2024,04-07-2024,21-09-2024,Approved,9758,Aarush Ray,KYC failed
826,Samaira Sodhi,Male,Hyderabad,Telangana,171369,Individual,Passport,P1546567,Residential,35,13-06-2025,23-07-2025,09-08-2025,Connection Released,3748,Mehul Dugal,Documents verification in progress
827,Alisha Ratti,Female,Hyderabad,Telangana,233906,Individual,PAN,VWdPS9445I,Commercial,29,04-01-2024,12-01-2024,02-03-2024,Rejected,4500,Lagan Rajagopal,Documents verification in progress
828,Yuvraj  Sane,Male,Ahmedabad,Gujarat,569526,Joint,PAN,pbDEp6399o,Residential,32,04-09-2024,03-10-2024,14-11-2024,Pending,9438,Jayesh Raman,Installation pending
829,Vritika Ravi,Female,Chennai,Tamil Nadu,793597,Joint,Aadhar,8.35E+11,Residential,46,14-04-2024,18-04-2024,01-07-2024,Approved,4174,Jayesh Rao,Installation completed
830,Anika Sood,Female,Lucknow,Uttar Pradesh,367780,Joint,Passport,P2885302,Commercial,3,09-12-2024,01-01-2025,26-01-2025,Connection Released,7516,Charvi Boase,Installation completed
831,Ayesha Karnik,Male,Chennai,Tamil Nadu,396557,Joint,Aadhar,7.81E+11,Residential,35,30-07-2024,28-08-2024,20-09-2024,Pending,4941,Saanvi Suresh,Installation completed
832,Stuvan Bawa,Female,Kolkata,West Bengal,304210,Individual,Aadhar,3.58E+11,Commercial,32,14-06-2025,01-07-2025,04-07-2025,Pending,3077,Raunak Dhillon,Installation pending
833,Aarav Dugal,Male,Chennai,Tamil Nadu,606677,Joint,PAN,FBoTF9723Q,Commercial,39,18-01-2024,18-02-2024,24-02-2024,Approved,6528,Mahika Raju,Documents verification in progress
834,Elakshi Bassi,Male,Ahmedabad,Gujarat,754875,Joint,Passport,P3222640,Residential,29,23-01-2024,14-02-2024,13-04-2024,Pending,7677,Zara Arya,Installation completed
835,Misha Kala,Female,Bangalore,Karnataka,928483,Individual,Passport,P8697797,Residential,33,15-07-2024,24-07-2024,05-10-2024,Rejected,6338,Prerak Handa,Installation pending
836,Taimur Bains,Female,Mumbai,Maharashtra,331235,Individual,PAN,xEulE2193M,Commercial,34,03-01-2024,01-03-2024,22-02-2024,Connection Released,5308,Ishaan Saraf,Installation completed
837,Neelofar Lala,Female,Hyderabad,Telangana,664609,Individual,Voter_Id,VOT258889,Commercial,50,10-05-2025,,21-06-2025,Pending,7017,Ishita Sem,KYC failed
838,Romil Ben,Female,Jaipur,Rajasthan,47893,Individual,PAN,faTQi5150J,Commercial,22,28-10-2024,24-11-2024,06-11-2024,Connection Released,4779,Tiya Kala,Documents verification in progress
839,Nirvaan Chahal,Female,Kolkata,West Bengal,867232,Joint,Aadhar,4.32E+11,Residential,1,26-01-2025,12-02-2025,21-03-2025,Rejected,9362,Azad Dhaliwal,Installation pending
840,Yashvi Zacharia,Male,Bangalore,Karnataka,156054,Joint,Passport,P5124209,Residential,37,13-01-2025,19-01-2025,13-01-2025,Connection Released,1746,Kismat Ranganathan,KYC failed
